Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
15959,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,17570
6408,0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
4568,1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
22439,0.41,Good,H,SI1,63.8,56.0,4.74,4.69,3.01,876
20844,1.05,Ideal,G,VS1,61.2,57.0,6.51,6.55,4.0,8022
10984,0.28,Very Good,H,VS2,59.7,60.0,4.25,4.29,2.55,394
10382,1.5,Fair,F,SI1,64.3,58.0,7.04,7.09,4.54,10450
534,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843
23868,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2694
22454,0.42,Premium,F,SI1,61.5,58.0,4.83,4.8,2.96,992
3271,1.74,Very Good,D,SI1,61.9,58.0,7.74,7.79,4.81,16286
26082,1.12,Premium,J,SI2,60.7,61.0,6.71,6.64,4.05,3266
16919,1.5,Premium,D,SI2,,60.0,7.48,7.45,4.4,8518
16164,0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
22406,0.39,Ideal,G,VVS2,62.0,54.5,4.67,4.7,2.91,952
25187,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,2178
22529,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,15095
26940,1.74,Very Good,H,SI2,62.1,59.0,7.65,7.78,4.79,10086
19770,1.01,Premium,H,SI1,62.3,58.0,6.42,6.35,3.98,4513
3753,0.72,Ideal,G,VVS2,61.3,56.0,5.76,5.8,3.54,3352
8098,1.28,Premium,G,VS2,61.4,58.0,7.0,6.92,4.27,8458
26389,0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
26384,0.56,Ideal,D,SI1,61.4,57.0,5.31,5.34,3.27,1723
6153,0.5,Premium,G,SI1,62.8,61.0,5.01,4.99,3.14,1286
22640,0.3,Premium,H,VVS2,60.8,58.0,4.37,4.34,2.65,776
5565,0.38,Ideal,E,VS1,61.9,55.2,4.62,4.65,2.87,979
17878,1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,10036
4444,1.06,Ideal,G,VVS1,61.6,57.0,6.53,6.55,4.03,8488
8725,0.9,Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3398
24883,1.82,Premium,H,VS2,61.6,60.0,7.78,7.74,4.78,14749
5734,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,469
23662,0.38,Ideal,F,VS1,61.3,56.0,4.68,4.72,2.88,1116
23602,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,568
22650,0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6,2340
26148,0.4,Very Good,E,SI1,63.3,56.0,4.74,4.68,2.98,882
24037,0.4,Ideal,I,VVS1,62.3,53.7,4.72,4.74,2.95,870
25114,1.13,Ideal,F,SI2,61.8,56.0,6.69,6.73,4.15,4984
22659,0.32,Ideal,I,VS1,61.7,55.6,4.41,4.43,2.73,529
6021,0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83,6441
13868,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935
21988,0.34,Ideal,E,VS1,62.4,54.0,4.49,4.45,2.79,1060
267,0.43,Ideal,D,VS2,62.0,55.0,4.86,4.81,3.0,1129
9952,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4478
17702,0.92,Very Good,G,SI1,63.8,57.0,6.13,6.16,3.92,3724
4143,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99,850
11057,0.31,Very Good,F,VS1,61.0,57.5,4.37,4.39,2.67,679
1018,0.9,Very Good,D,SI1,63.4,53.0,6.1,6.17,3.89,4187
15266,0.5,Premium,F,SI1,59.6,60.0,5.15,5.12,3.06,1378
24725,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
11483,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,3145
17784,1.21,Fair,J,SI2,64.6,59.0,6.74,6.64,4.32,3984
12747,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,701
540,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395
12760,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10224
10557,0.41,Ideal,G,VS2,62.2,57.0,4.71,4.74,2.94,827
2921,1.08,Ideal,I,SI1,62.6,54.0,6.56,6.51,4.09,5141
15428,0.32,Ideal,H,SI1,61.5,55.0,4.41,4.43,2.72,434
4036,0.77,Ideal,I,VS1,61.4,56.0,5.86,5.9,3.61,2635
10297,0.23,Ideal,G,VVS1,60.8,57.0,3.96,3.99,2.41,536
16064,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1007
13570,1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014
8196,0.33,Ideal,F,SI2,62.3,55.0,4.44,4.49,2.78,450
16247,0.42,Premium,G,VS1,60.8,59.0,4.79,4.85,2.93,921
15022,1.08,Ideal,D,VS1,61.1,56.0,6.59,6.63,4.04,9545
24872,1.3,Fair,H,I1,64.4,57.0,6.93,6.86,4.44,2512
299,0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
17556,0.5,Ideal,F,VVS2,61.8,53.0,5.13,5.18,3.19,2283
2884,1.01,Very Good,I,SI1,63.3,54.0,6.34,6.36,4.02,4749
18694,1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01,4965
19480,1.01,Very Good,F,VVS2,60.7,59.0,6.4,6.46,3.9,7835
22513,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1928
15153,1.21,Very Good,D,VS2,62.6,59.0,6.72,6.79,4.23,8969
20291,0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243
9582,0.33,Ideal,H,VVS2,60.9,57.0,4.52,4.48,2.74,854
1951,1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,6888
8155,0.32,Ideal,H,VS1,62.9,54.0,4.41,4.37,2.76,720
2932,0.31,Ideal,E,VVS1,61.3,56.0,4.38,4.4,2.69,865
18042,1.26,Ideal,G,VS2,61.5,57.0,6.94,6.89,4.25,5792
17083,0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,1437
8954,1.14,Premium,D,SI2,62.4,58.0,6.67,6.7,4.17,4513
17850,1.0,Premium,E,SI2,,60.0,6.42,6.45,3.94,4620
16747,0.3,Ideal,G,VS1,60.9,57.0,4.34,4.36,2.65,624
20691,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,11188
20704,1.54,Ideal,F,VS2,61.9,57.0,7.42,7.35,4.57,12978
21183,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
8717,0.3,Premium,E,VS2,62.2,60.0,4.24,4.28,2.65,658
12364,1.26,Ideal,G,VS1,61.6,56.0,6.96,7.03,4.31,9078
17959,0.8,Premium,H,VS1,62.0,60.0,5.92,5.86,3.65,2935
25678,1.2,Premium,I,VS2,62.3,57.0,6.79,6.74,4.22,4844
26461,0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51,2833
5374,2.05,Premium,J,VS2,62.3,60.0,8.09,8.15,5.06,13543
10436,0.42,Ideal,F,VVS2,61.1,57.0,4.84,4.82,2.95,1221
7362,2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14,17554
22245,0.3,Ideal,G,VVS2,,57.0,4.29,4.26,2.68,878
14829,1.02,Ideal,F,VS2,61.5,57.0,6.48,6.5,3.99,6306
14810,0.43,Very Good,G,VS2,62.4,56.0,4.84,4.87,3.02,852
15484,1.6,Ideal,J,VS2,62.1,56.0,7.47,7.51,4.65,9681
26012,0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
1181,0.68,Premium,G,VS1,58.6,59.0,5.8,5.77,3.39,2326
13012,0.77,Ideal,D,SI1,62.6,57.0,5.92,5.81,3.67,2898
13557,0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,789
24636,1.5,Good,F,SI1,63.4,58.0,7.16,7.2,4.55,10766
22449,0.35,Premium,E,VVS1,60.7,59.0,4.55,4.58,2.77,1044
1405,1.41,Very Good,H,SI2,58.5,57.0,7.36,7.44,4.33,7339
19992,1.53,Ideal,I,SI2,62.4,58.0,7.31,7.37,4.58,7678
20368,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3803
8604,1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01,4153
18076,0.24,Ideal,F,VS1,62.0,56.0,3.99,3.94,2.46,536
22699,2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,4.99,16992
7207,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778
22428,0.91,Very Good,I,VS2,,58.0,6.13,6.19,3.85,3579
16978,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,9092
4527,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,644
21614,1.25,Very Good,E,VS2,61.6,57.0,6.9,6.94,4.26,8851
15144,0.31,Ideal,G,VVS1,61.6,55.0,4.38,4.42,2.71,789
8473,1.51,Fair,E,SI1,67.2,53.0,7.15,7.1,4.79,7468
8153,1.11,Premium,H,SI2,62.9,59.0,6.59,6.54,4.13,4662
25862,0.4,Ideal,E,VVS2,62.2,56.0,4.78,4.71,2.95,1238
15500,0.4,Ideal,F,VS1,61.1,56.0,4.78,4.75,2.91,1050
20629,2.59,Ideal,J,VS1,61.7,56.0,8.83,8.77,5.43,16465
9768,1.01,Ideal,G,VS2,61.7,57.0,6.48,6.45,3.99,5995
20125,0.6,Ideal,G,VS2,62.0,54.0,5.43,5.47,3.38,1861
6892,1.01,Premium,E,SI1,62.4,60.0,6.35,6.32,3.95,5002
6853,0.29,Ideal,G,VVS2,61.3,56.0,4.23,4.25,2.6,600
20207,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03,4705
7701,0.53,Ideal,E,VS2,62.0,56.0,5.16,5.2,3.21,1739
5138,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,2285
10457,1.11,Ideal,H,SI1,61.0,56.0,6.74,6.7,4.1,5315
17432,0.9,Good,G,VS1,63.6,58.0,6.09,6.12,3.88,4540
6823,0.53,Ideal,E,VS2,61.8,55.0,5.21,5.24,3.23,2163
1456,0.71,Premium,F,VS1,62.1,53.0,5.77,5.7,3.56,2961
8355,0.54,Ideal,I,IF,60.8,56.0,5.28,5.37,3.24,1669
19289,0.5,Premium,D,VS2,61.3,61.0,5.1,5.04,3.11,1980
25307,0.27,Ideal,E,VVS2,62.0,55.0,4.14,4.12,2.56,799
21257,0.94,Premium,E,SI1,62.4,56.0,6.27,6.24,3.9,4580
3682,0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
24584,1.01,Premium,G,VS1,62.7,56.0,6.46,6.36,4.02,6441
26004,0.31,Premium,H,VVS2,61.2,59.0,4.38,4.34,2.67,802
10599,0.72,Very Good,D,SI2,59.8,60.0,5.76,5.81,3.46,2294
5415,0.57,Ideal,G,VVS2,60.5,56.0,5.36,5.38,3.25,1976
16398,0.53,Good,H,SI1,63.7,55.0,5.12,5.15,3.27,1132
26142,1.0,Very Good,G,VVS1,62.3,56.0,6.29,6.4,3.95,7507
24259,1.28,Ideal,H,VS2,62.3,56.0,6.97,6.89,4.32,7098
765,0.23,Very Good,F,VVS2,61.0,59.0,3.93,3.97,2.41,465
17138,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
15824,0.34,Ideal,H,VS2,62.5,54.0,4.54,4.49,2.82,689
18504,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1012
24270,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,5851
5183,0.32,Ideal,D,VVS1,62.6,57.0,4.34,4.41,2.74,917
18236,0.9,Premium,E,SI1,59.1,62.0,6.33,6.3,3.73,4385
25978,0.4,Ideal,E,VS2,62.2,55.0,4.71,4.77,2.95,1090
18645,0.73,Ideal,D,SI1,61.9,56.0,5.8,5.77,3.58,3189
16982,0.9,Ideal,H,VS2,61.6,57.0,6.17,6.29,3.84,4173
8397,1.7,Ideal,H,VS1,61.5,55.0,7.69,7.73,4.74,16240
2104,0.35,Ideal,D,SI1,61.1,56.0,4.55,4.59,2.79,780
1323,1.12,Very Good,D,SI1,59.9,57.0,6.76,6.8,4.06,6132
26928,0.42,Ideal,G,VS1,62.0,55.0,4.83,4.78,2.98,984
14937,0.51,Ideal,H,VS2,61.4,56.0,5.14,5.19,3.17,1375
4567,0.31,Ideal,E,VS1,61.6,55.0,4.37,4.39,2.7,871
20678,1.19,Premium,G,VS2,62.3,58.0,6.82,6.77,4.23,7130
7495,1.53,Premium,G,VVS2,62.5,60.0,7.34,7.31,4.58,15505
5750,0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,596
13171,0.53,Ideal,F,VVS2,60.8,56.0,5.22,5.24,3.18,2160
3927,0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
19705,0.74,Ideal,E,VS2,60.2,55.0,5.87,5.92,3.55,3518
23397,1.51,Ideal,G,SI2,62.3,56.0,7.31,7.37,4.57,9391
21590,1.11,Very Good,H,SI2,59.8,60.0,6.66,6.75,4.01,4456
2846,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
25135,1.5,Premium,G,SI2,62.0,62.0,7.31,7.25,4.51,8190
19170,1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
26370,1.54,Ideal,I,VS1,61.3,55.0,7.39,7.47,4.56,12401
2689,1.13,Ideal,H,I1,62.2,55.0,6.65,6.69,4.15,3678
1297,1.01,Very Good,D,SI2,60.3,57.0,6.51,6.56,3.94,4588
3887,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,369
7161,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476
15241,0.41,Ideal,I,VVS1,61.3,56.0,4.85,4.8,2.96,1107
9753,0.58,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,1872
12807,0.75,Ideal,H,SI1,62.9,57.0,5.75,5.8,3.63,2523
8057,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
20039,0.6,Premium,E,SI1,61.9,58.0,5.39,5.43,3.35,1738
14744,1.04,Very Good,H,VS2,60.9,58.0,6.5,6.6,3.99,5447
14564,1.2,Very Good,I,SI1,62.4,59.0,6.73,6.79,4.22,5816
20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
17991,1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4321
11149,0.71,Good,I,VVS1,63.8,56.0,5.7,5.65,3.62,2572
26137,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,773
22208,0.59,Ideal,I,SI2,62.8,57.0,5.33,5.37,3.36,1202
6700,1.4,Very Good,G,VS1,62.6,58.0,7.03,7.07,4.41,11262
2740,0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,895
9548,0.31,Good,G,VVS1,63.1,56.0,4.33,4.35,2.74,816
12836,0.56,Ideal,D,VS1,61.7,56.0,5.3,5.33,3.28,1924
14686,0.53,Very Good,E,VVS2,62.3,55.0,5.18,5.22,3.23,2280
17902,0.41,Ideal,F,VS1,61.3,57.0,4.79,4.77,2.93,1076
6035,2.02,Premium,H,VS2,62.7,53.0,8.02,7.95,0.0,18207
21425,0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581
3966,1.01,Premium,G,VVS2,60.9,59.0,6.54,6.59,4.0,6843
18256,2.07,Good,I,VS2,61.8,61.0,8.12,8.16,5.03,18707
1756,0.63,Premium,F,VS2,58.2,61.0,5.68,5.62,3.29,1960
16028,0.3,Good,E,VVS2,59.5,59.0,4.35,4.39,2.6,622
13472,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,628
4412,0.58,Premium,E,SI1,62.1,58.0,5.35,5.31,3.31,1812
11718,1.18,Very Good,E,SI2,62.5,60.0,6.7,6.74,4.2,5088
16047,0.73,Premium,F,SI1,62.4,55.0,5.78,5.71,3.59,2346
1787,0.3,Ideal,I,VS2,62.1,54.0,4.32,4.35,2.69,438
10744,0.32,Ideal,D,VS2,62.7,57.0,4.4,4.44,2.77,758
5120,0.32,Ideal,F,VVS2,60.8,58.0,4.39,4.43,2.68,837
16023,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,17433
5260,0.34,Ideal,F,VS2,62.1,55.0,4.51,4.47,2.79,880
9174,0.31,Ideal,D,VS2,61.5,56.0,4.35,4.36,2.68,734
21147,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,5127
25472,0.24,Very Good,E,VS2,61.5,58.0,4.02,4.05,2.48,419
4616,2.14,Fair,H,I1,66.4,56.0,8.0,7.92,5.29,6328
11662,0.8,Ideal,E,VS2,61.4,55.0,5.96,5.99,3.67,3192
26687,1.55,Very Good,G,VS2,63.1,57.0,7.36,7.31,4.63,11703
13790,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4081
489,0.83,Very Good,D,IF,59.7,53.0,6.14,6.23,3.69,7889
20943,0.41,Premium,E,VVS1,62.9,59.0,4.76,4.72,2.98,1431
372,0.32,Ideal,E,VS2,62.3,54.0,4.4,4.37,2.73,900
14643,0.91,Ideal,E,SI1,61.4,54.0,6.26,6.24,3.84,5252
14588,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,788
14262,1.06,Premium,G,SI1,62.2,57.0,6.53,6.47,4.04,5113
1559,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,720
22357,0.6,Ideal,E,SI1,61.4,58.0,5.44,5.47,3.35,1749
10330,1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
1999,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2537
15084,1.23,Ideal,H,SI2,60.6,57.0,6.98,6.94,4.22,5951
21376,0.39,Very Good,F,VS1,62.0,56.0,4.72,4.64,2.9,971
15337,0.94,Fair,H,SI2,66.0,50.1,6.13,6.17,4.06,3353
19768,1.0,Premium,J,SI1,62.7,57.0,6.4,6.33,3.99,3416
2702,0.7,Good,E,SI1,63.5,58.0,5.62,5.65,3.58,2569
16592,0.41,Ideal,D,SI1,62.2,57.0,4.76,4.7,2.94,1015
21378,0.53,Premium,G,VS2,62.4,59.0,5.16,5.13,3.21,1607
2171,1.01,Very Good,F,VS2,61.1,58.0,6.45,6.51,3.96,7037
3388,0.4,Ideal,E,VVS1,61.5,56.0,4.78,4.75,2.93,1397
18273,0.51,Very Good,F,VS2,,58.0,5.1,5.17,3.13,1569
17729,1.27,Very Good,G,VVS2,61.5,58.0,6.9,6.96,4.26,10321
5965,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
2313,1.36,Ideal,J,VVS2,61.9,56.0,7.16,7.13,4.42,6973
7358,0.31,Good,F,VS2,63.4,56.0,4.29,4.32,2.73,625
1230,0.3,Very Good,E,SI2,61.6,61.0,4.25,4.29,2.63,421
1347,1.03,Fair,I,SI1,57.4,61.0,6.67,6.71,3.84,3892
9656,0.26,Ideal,D,VVS2,62.5,56.0,4.11,4.08,2.56,769
13523,1.0,Ideal,E,VS2,61.3,58.0,6.41,6.44,3.94,7370
21413,0.76,Ideal,D,VS2,63.0,56.0,5.83,5.79,3.66,3248
4279,0.53,Premium,E,VVS1,60.8,59.0,5.23,5.17,3.16,2514
9193,0.37,Ideal,G,SI1,61.9,55.0,4.62,4.66,2.87,586
12024,0.36,Very Good,I,VS1,60.9,61.0,4.58,4.61,2.8,568
16935,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1438
18805,0.26,Ideal,E,VVS2,61.3,57.0,4.12,4.15,2.53,733
14727,1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91,10090
20068,1.01,Premium,G,I1,59.4,61.0,6.51,6.45,3.85,3348
16771,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,579
24255,1.04,Ideal,F,SI1,60.9,56.0,6.61,6.56,4.01,5795
19972,0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
23867,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,658
13034,1.2,Premium,H,SI1,62.7,56.0,6.78,6.75,4.24,5746
25040,0.31,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75,698
20319,1.06,Very Good,F,SI1,,57.0,6.58,6.68,4.06,5142
21187,0.4,Premium,F,VS1,61.5,59.0,4.76,4.71,2.91,1050
17017,0.34,Ideal,H,VVS2,63.0,55.0,4.48,4.44,2.81,880
15187,0.71,Premium,I,VS1,62.5,61.0,5.68,5.64,3.54,2202
15013,0.71,Very Good,F,SI2,60.5,62.0,5.75,5.79,3.49,2138
8682,1.21,Good,G,VS2,63.8,56.0,6.74,6.67,4.28,8099
16931,1.16,Good,F,SI2,63.7,63.0,6.55,6.63,4.2,4395
24539,0.9,Premium,I,VS1,62.2,58.0,6.18,6.13,3.83,3580
8081,0.9,Good,I,SI2,60.7,58.0,6.17,6.21,3.76,3057
15675,0.45,Fair,G,VS1,66.3,56.0,4.82,4.65,3.14,1027
11454,1.2,Ideal,G,VS2,62.8,54.0,6.75,6.79,4.25,8414
25121,2.01,Premium,J,SI1,62.3,59.0,8.03,7.97,4.98,12048
13417,0.81,Ideal,I,VS2,61.8,56.0,6.02,5.99,3.71,2939
16888,0.39,Ideal,I,IF,60.8,56.0,4.73,4.75,2.88,865
387,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882
2542,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.82,3.59,2426
20102,0.9,Very Good,I,VS2,62.1,61.0,6.08,6.12,3.79,3535
1617,0.81,Premium,D,SI1,60.7,58.0,6.07,5.99,3.66,3135
16765,0.5,Ideal,E,VS2,62.1,55.0,5.11,5.13,3.18,1554
1271,0.35,Ideal,F,VVS1,60.6,57.0,4.57,4.6,2.78,994
19172,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,2806
14202,1.04,Very Good,D,VVS2,58.3,61.0,6.63,6.69,3.88,9254
16344,2.02,Very Good,H,SI2,62.3,58.0,7.97,8.04,4.99,15064
5267,0.71,Premium,G,SI1,62.3,56.0,5.69,5.65,3.53,2283
701,0.53,Premium,H,SI1,60.9,60.0,5.26,5.19,3.18,1193
23696,1.0,Good,E,VS2,61.5,62.0,6.37,6.42,3.93,6073
25673,2.14,Premium,I,VS2,,59.0,8.43,8.39,5.0,15559
5315,0.33,Ideal,E,VS2,61.9,56.0,4.4,4.45,2.74,723
11891,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68,486
8608,0.31,Ideal,E,VVS1,61.8,56.0,4.36,4.34,2.69,988
9932,0.54,Very Good,I,SI2,62.9,57.0,5.18,5.21,3.27,1105
25063,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72,523
9672,1.24,Very Good,E,VS1,62.0,58.0,6.9,6.96,4.3,10185
18620,1.01,Very Good,D,VS2,62.2,61.0,6.37,6.43,3.98,6905
22408,0.5,Very Good,E,VVS2,59.3,56.0,5.25,5.3,3.13,2168
6909,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47,2415
6653,1.0,Premium,G,SI1,60.5,61.0,6.51,6.45,3.92,5152
14732,1.01,Good,D,VS2,67.0,57.0,6.11,6.22,4.13,6113
10087,0.41,Ideal,D,SI1,62.7,56.0,4.78,4.73,2.98,1015
20425,0.41,Ideal,E,VS1,61.3,55.0,4.8,4.83,2.95,990
5379,1.51,Premium,H,SI2,62.1,58.0,7.34,7.2,4.52,7340
6061,1.07,Very Good,G,VS2,63.0,55.0,6.5,6.55,4.11,6355
959,1.19,Ideal,D,SI2,60.4,55.0,6.91,6.89,4.17,5504
2482,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
20760,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47,336
23462,0.59,Ideal,D,SI1,61.6,57.0,5.41,5.44,3.34,1743
24415,0.51,Ideal,D,VS2,61.5,55.0,5.13,5.18,3.17,1787
9777,0.91,Premium,D,SI2,61.5,56.0,6.27,6.22,3.84,4051
5605,1.5,Very Good,E,VS2,61.0,55.0,7.38,7.45,4.52,13963
3571,0.4,Ideal,E,SI1,63.0,57.0,4.68,4.65,2.94,882
7375,1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,7751
11427,0.7,Very Good,D,VS2,60.6,60.0,5.71,5.75,3.47,3668
11664,0.55,Premium,F,VS2,62.2,58.0,5.26,5.22,3.26,1698
21285,1.06,Premium,F,SI2,62.6,59.0,6.51,6.47,4.06,3901
475,1.23,Premium,H,VS2,59.3,58.0,7.0,6.94,4.13,5979
11021,0.53,Ideal,D,VS2,62.3,56.0,5.17,5.14,3.21,1956
26295,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6110
3336,0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905
8621,1.2,Very Good,I,SI1,63.2,58.0,6.71,6.75,4.25,5257
25047,1.02,Very Good,G,VS2,63.4,59.0,6.32,6.3,4.0,6169
21044,0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,2872
4469,0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
13037,0.41,Ideal,F,SI2,62.6,57.0,4.68,4.77,2.96,603
3016,0.31,Premium,G,VVS1,61.2,59.0,4.32,4.34,2.65,816
12582,0.4,Good,G,SI1,63.2,58.0,4.61,4.7,2.94,655
6096,1.02,Ideal,H,SI2,61.4,58.0,6.47,6.52,3.99,4766
14258,0.59,Ideal,F,VVS2,61.2,56.0,5.45,5.43,3.33,2345
21321,0.52,Very Good,D,VS2,62.9,59.0,5.11,5.13,3.22,1847
15405,1.02,Good,G,VVS1,63.6,58.0,6.37,6.4,4.06,7861
21703,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,576
25380,0.33,Very Good,E,SI2,60.0,59.0,4.47,4.49,2.69,463
12858,1.21,Premium,F,VS2,60.1,55.0,7.01,6.91,4.18,8870
2471,0.7,Premium,I,SI2,59.5,58.0,5.79,5.73,3.43,1890
19160,0.51,Premium,F,VS2,62.4,58.0,5.13,5.1,3.19,1574
11555,1.11,Ideal,I,SI1,61.9,55.0,6.65,6.66,4.12,5329
26192,2.54,Very Good,H,SI2,63.5,56.0,8.68,8.65,5.5,16353
21171,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,1819
3898,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2352
23040,1.51,Premium,G,VS2,60.8,60.0,7.42,7.38,4.5,13157
7178,0.34,Ideal,G,VS2,61.7,56.0,4.53,4.48,2.78,765
7321,1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,12467
1697,0.71,Ideal,F,SI1,61.5,56.0,5.69,5.76,3.52,2610
20287,0.4,Very Good,F,SI1,62.7,57.0,4.68,4.7,2.94,737
9696,0.7,Very Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1775
8866,0.54,Ideal,G,SI1,61.5,55.1,5.25,5.27,3.23,1395
25186,0.53,Ideal,F,VS1,61.7,56.0,5.2,5.22,3.21,1630
1683,0.34,Premium,F,VS2,62.6,58.0,4.49,4.46,2.8,880
2619,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2885
9026,0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858
